Name,Title,Price,Availability,Description,Size,Dispatch
Karim Benzema,Karim Benzema Signed France 2020-21 Home Shirt With Fan Style Number In Classic Frame,£649.99,Out of stock,"This superb France home shirt was personally signed by Les Bleus superstar striker Karim Benzema during a private signing session. The shirt comes with its very own official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Karim Benzema,Karim Benzema Signed Real Madrid 2016-17 Home Shirt With Fan Style Number In Deluxe Packaging,£509.99,Out of stock,"This superb Real Madrid home shirt was personally signed by Los Blancos superstar striker Karim Benzema during a private signing session. The shirt comes with its very own official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 2-3 working days
Karim Benzema,Karim Benzema Official FIFA World Cup Signed and Framed France 2020-21 Home Shirt With Fan Style Number,£799.99,Out of stock,"This superb France home shirt was personally signed by Les Bleus superstar striker Karim Benzema during a private signing session. The shirt comes with its very own official FIFA World Cup Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Karim Benzema,Karim Benzema & Vinicius Jr Signed Real Madrid Shirts In Official UEFA Champions League Dual Frame,"£1,749.99",Out of stock,"This stunning 120cm x 90cm frame displays two signed Real Madrid shirts side by side: one signed by Karim Benzema and the other by Vinicius Jr. Every frame comes with an official UEFA Champions League Certificate of Authenticity for each shirt which gives details, where available, of the date and/or location at which the items were autographed. A spectacular homage to two great icons, this official UEFA Champions League Dual Frame is not to be missed!",Approximate size: 1000mm (H) x 1200mm (W) x 16mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Karim Benzema,Karim Benzema & Xabi Alonso Signed Real Madrid Shirts In Official UEFA Champions League Dual Frame,"£1,749.99",Out of stock,"This stunning 120cm x 90cm frame displays two signed Real Madrid shirts side by side: one signed by Karim Benzema and the other by Xabi Alonso. Every frame comes with an official UEFA Champions League Certificate of Authenticity for each shirt which gives details, where available, of the date and/or location at which the items were autographed. A spectacular homage to two great icons, this official UEFA Champions League Dual Frame is not to be missed!",Approximate size: 1000mm (H) x 1200mm (W) x 16mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Karim Benzema,Karim Benzema Signed Real Madrid 2021-22 Home Shirt With Fan Style Number,£549.99,Out of stock,"This superb Real Madrid home shirt was personally signed by Los Blancos superstar striker Karim Benzema during a private signing session. The shirt comes with its very own official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Karim Benzema,Karim Benzema Official UEFA Champions League Signed Real Madrid 2021-22 Home Shirt With Fan Style Number,£599.99,Out of stock,"This superb Real Madrid home shirt was personally signed by Los Blancos superstar striker Karim Benzema during a private signing session. The shirt comes with its very own official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Karim Benzema,Karim Benzema Official UEFA Champions League Signed and Framed Real Madrid 2021-22 Home Shirt With Fan Style Number,£749.99,Out of stock,"This superb Real Madrid home shirt was personally signed by Los Blancos superstar striker Karim Benzema during a private signing session. The shirt comes with its very own official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Karim Benzema,Karim Benzema Official UEFA Champions League Signed and Hero Framed Real Madrid 2021-22 Home Shirt With Fan Style Number,£799.99,Out of stock,"This superb Real Madrid home shirt was personally signed by Los Blancos superstar striker Karim Benzema during a private signing session. The shirt comes with its very own official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Karim Benzema,Karim Benzema Signed Real Madrid 2021-22 Home Shirt With Fan Style Number In Deluxe Packaging,£584.99,Out of stock,"This superb Real Madrid home shirt was personally signed by Los Blancos superstar striker Karim Benzema during a private signing session. The shirt comes with its very own official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 2-3 working days
Karim Benzema,Karim Benzema Front Signed France 2020-21 Home Shirt,£399.99,Out of stock,"This France shirt was personally signed by Karim Benzema during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Karim Benzema,Karim Benzema Front Signed Real Madrid 2022-23 Home Shirt,£399.99,Out of stock,"This Real Madrid CF shirt was personally signed by Karim Benzema during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Karim Benzema,Karim Benzema Front Signed France 2020-21 Home Shirt In Deluxe Packaging,£434.99,Out of stock,"This France shirt was personally signed by Karim Benzema during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 2-3 working days
Karim Benzema,Karim Benzema Front Signed France 2020-21 Home Shirt In Classic Frame,£574.99,Out of stock,"This France shirt was personally signed by Karim Benzema during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Karim Benzema,Karim Benzema Front Signed France 2020-21 Home Shirt In Hero Frame: Option 1,£599.99,Out of stock,"This France shirt was personally signed by Karim Benzema during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
